Header,Rating,Review,Product,asin
Buy it is perfect!,5.0 ,In one simple statement flawless start to finish! No hub no issues! I even control out door lighting with this item yes you lose a plug but think out your needs! Stays linked to wifi without any issues!,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Three Stars,3.0 ,"loses wifi often,have to unplug to reset","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"They will not connect to the internet, I am ...",1.0 ,"They will not connect to the internet, I am not hiring a computer specialist to connect these, information and training is non existent for a non technology talented person. UGH!!!!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Really works well,5.0 ,These things work great with Alexa - I don't have to do a thing...easy set up too,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Highly recommend TP-Link smart switches.,5.0 ,Installed these smart plugs on my landscape lighting so that I have full WiFi control. Makes adjusting lights very easy as seasons and safety requirements change. I now have 3 of these TP- Link switches and highly recommend them.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
TP Link is not responding,2.0 ,"I use this with my Amazon Echo to turn some lights on and off. I also have some TP Link light bulbs. The are both great when they are working. Every night about 7 - 8:00 PM EST I try to use it to turn on or turn off a light and my Echo says ""TP Link is not responding"". It seems like it always happens at that time and also at various other times. It just happened. I don't know if their servers go down at that time or what, but it has gotten frustrating enough where I am writing this negative review.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Disappointing and Doesn’t Work as Advertised,1.0 ,"I use the smart plugs with Alexa, since it supports that. However, whenever I command Alexa to turn the lights on (which are plugged into the smart plug) she more often than nought ‘thinks’ and then says “TP-Link is not responding”. This is super annoying, as I have made sure this isn’t an Alexa or Amazon product problem, or internet problem. Works fine with the KASA app though, although sometimes it does say it can’t connect to server. It has to be TP-Link, as I had the mini versions of these, and they had the same problems as this.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Lights On Command,5.0 ,Have had an Echo for about 1.5 years and have not used it to its potential. Well w/ Christmas decorations i decided to try these out. Love them!!! Downloaded app and setup was a snap! I especially like these because you don't need a hub. Works directly w/ Echo. Voice command works great! We left for vacation and I was able to program start/stop times. You can easily rename the smart plug and move them to any outlet you want. If you have an Echo and haven't purchased these...do it! I'll be order additional ones in the future.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
One of the two constantly has issues,2.0 ,"Well I really wanted to like these, but I have a major issue with mine. Well actually only one of the two is having issues. One works fine. The other, not so much! About once every few weeks it will stop working and have an amber light on in the corner. I have to reset the plug and delete it from the app and re-add it. If I still had the box I would probably send them both back and try something else. Not working for me as I hoped it would.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
No Tech Support,1.0 ,"Installed four TP-Link Smart plugs. Install with the Kasa app made for an easy setup. After two weeks various plugs began losing contact with the Kasa app. Alexa could not communicate with the plugs. Contacted tech support, was sent an email asking six questions. Sent back reply and have yet to get a solution. Tech support is non existent.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
So -so,3.0 ,Only works with its own app.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Excellent smart plugs!,5.0 ,"Hooked up to KASA in about 10 seconds flat. Works beautifully. I think of all the smart home products, TP-Link is the best. I have a lot of TP-Link and Weemo in my home!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Works with Google Home.,5.0 ,Setup was quick and easy. Works with Google Home.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
perfect size to stay within the size of the outlet,5.0 ,perfect size to stay within the size of the outlet. You have complete access to both outlets in the plug. Very easy to setup and love the scheduling capability and the KASA app. Definitely will be purchasing additional ones.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
If you have the Echo/Alexa get these,5.0 ,"My whole apartment is now a smart house. All I needed was 3 of these, an Echo and 5 Phillips hue lights. Works perfectly I even set it up to wake me up for work.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
The description said it worked for 220V and with the ...,1.0 ,The description said it worked for 220V and with the product in hand I see that it is only for 110V as input. I cannot use it and I cannot return it because I do not live in US and I am no longer in USA,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Smaller is better,5.0 ,"They work the same as the regular one I have had for quite some time, and the setup with Kasa app is just as straightforward. It's called mini because it's designed in such a way that it will not obstruct the other outlet while it's plugged in, and it does just that. Perfect!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Works well with Echo,5.0 ,"Easy to set up. One plug does not take up the whole outlet, a feature I was waiting for. Each plug is for separate Echo accounts. I am tempted to purchase a few more!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Oh yea!,5.0 ,Easy to use. Love the product because I can use it with Alexa and/or the phone app. Instead of the clapper you get this new and improved way of turning on and off electrical appliances.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Love my TP links,5.0 ,"Love my TP links and use in conjunction with Alexa dot and application, giving that lived in look while away at my discretion. No issues so far, easy setup.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Great Internet Plug at a Great Price,5.0 ,"These things are awesome. Fairly easy to set up, and the WAN control works extremely well. I'm kind of amazed how fast they switch over the WAN, very reliable. Price point is such that you can buy a number of them without going broke. Wish they had a PC client. If you search on google for ""raspi HS100"" you can find a blog entry where a guy has written a short script to control and monitor the state of the HS100 plugs with his Raspberry Pi, enabling you to integrate these into larger Raspi-based home automation systems.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Not recommended,1.0 ,Like others have mentioned this 'smart' plug stopped working March 2nd. Received an email that said the company is working on the network issues. I would not have purchased this device if I knew it relied on TP-Link servers/connections being operational. What a disappointment..,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
